property_type,mukim,scheme_name_area,tenure,land_parcel_area,unit_level,transaction_price,year,income_median_area,area_median_price
Condominium/Apartment,Mukim Batu,Others,Freehold,1291.6692480000002,18,967000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Batu,TWY DUPLEX CONDOS MONT KIARA,Freehold,645.8346240000001,15,610000,2024,11745.298332582242,735000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1388.5444416,1,888000,2023,11404.069648861696,455000.0
Condominium/Apartment,Mukim Setapak,M CENTURA,Freehold,656.5985344000001,13,451000,2022,9434.403370786516,555000.0
Condominium/Apartment,Mukim Kuala Lumpur,DANAU IMPIAN & DANAU IDAMAN,Leasehold,914.932384,10,330000,2022,10990.92508681991,330000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI PANTAI SENTRAL 2,Leasehold,1367.0166208,19,1202000,2021,11221.58385241534,1328000.0
Condominium/Apartment,Mukim Kuala Lumpur,PANTAI PANORAMA KONDO,Freehold,1248.6136064,9,520000,2022,10990.92508681991,500000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1076.39104,25,480000,2023,9948.789325842698,400000.0
Low-Cost Flat,Mukim Petaling,Others,Freehold,656.5985344000001,9,190000,2023,10369.28584176086,375000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,2787.8527936,2,2220000,2025,10655.9521268712,565000.0
Condominium/Apartment,Mukim Kuala Lumpur,PANTAI PANORAMA KONDO,Freehold,1108.6827712,10,500000,2022,10990.92508681991,510000.0
Condominium/Apartment,Mukim Setapak,SKYMERIDIEN RESIDENCE,Leasehold,1323.9609792,38,883000,2022,9434.403370786516,783000.0
Condominium/Apartment,Mukim Kuala Lumpur,SUASANA LUMAYAN CONDO(CASA IMPIAN),Leasehold,1140.9745024,16,300000,2024,11817.214210903478,495000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1829.864768,5,700000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Kuala Lumpur,KONDOMINIUM PANTAI ESTET,Freehold,2572.5745856,7,1830000,2021,11221.58385241534,2222000.0
Condominium/Apartment,Mukim Petaling,VISTA KOMANWEL,Freehold,1205.5579648,22,500000,2023,10369.28584176086,452500.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,3444.451328,0,4400000,2022,10302.979398251076,565000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,828.8211008000001,1,1350000,2025,10655.9521268712,565000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,925.6962944,17,300000,2024,11745.298332582242,580000.0
Condominium/Apartment,Mukim Batu,RESIDENSI DUTA KIARA,Freehold,2012.8512448,10,1720000,2023,11131.878210905812,1575000.0
Condominium/Apartment,Mukim Ampang,MUTIARA UPPER EAST CONDO,Leasehold,1679.1700224,8,1045000,2024,10573.024,1225000.0
Condominium/Apartment,Mukim Batu,SENI MONT KIARA,Freehold,3713.549088,18,3800000,2025,11745.298332582244,2300000.0
Condominium/Apartment,Mukim Batu,TWY DUPLEX CONDOS MONT KIARA,Freehold,796.5293696,7,925000,2021,10852.14496019228,729000.0
Condominium/Apartment,Mukim Batu,SENI MONT KIARA,Freehold,3530.5626112,15,2750000,2021,10852.14496019228,2300000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Leasehold,538.19552,0,160000,2022,10990.92508681991,455000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,4200.0,7,3472000,2023,10479.465762561138,565000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,2690.9776,2,2848000,2023,10479.465762561138,565000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,581.2511616,9,300000,2025,10655.9521268712,570000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1054.8632192,7,500000,2024,10655.9521268712,570000.0
Flat,Mukim Kuala Lumpur,Others,Freehold,1097.9188608,2,190000,2022,10990.92508681991,455000.0
Condominium/Apartment,Mukim Petaling,TMN SRI CENDEKIA  (TMN CONNAUGHT),Leasehold,570.4872512000001,10,170000,2022,10391.98036882808,175000.0
Condominium/Apartment,Mukim Petaling,ENDAH REGAL,Leasehold,1140.9745024,8,550000,2024,10346.591314693636,500000.0
Condominium/Apartment,Mukim Kuala Lumpur,AIRA RESIDENCE,Freehold,3648.9656256,9,4400000,2022,10990.92508681991,4400000.0
Condominium/Apartment,Kuala Lumpur Town Centre,RESIDENSI STAR,Freehold,678.1263552,8,1000000,2025,10655.9521268712,1450000.0
Flat,Mukim Batu,Others,Freehold,840.0155676160001,4,160000,2022,10518.458089229382,580000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1087.1549504,16,360000,2023,10479.465762561138,570000.0
Condominium/Apartment,Mukim Petaling,PARAISO @ THE EARTH,Leasehold,957.9880256,36,610000,2022,10391.98036882808,714500.0
Low-Cost Flat,Mukim Setapak,SENTUL MURNI,Leasehold,678.1263552,6,190000,2023,9948.789325842698,195000.0
Condominium/Apartment,Kuala Lumpur Town Centre,TRIA SEPUTEH RESIDENCES,Leasehold,1517.7113664,17,1454000,2025,10655.9521268712,1096000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1280.9053376,29,1106000,2023,11404.069648861696,1046000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1323.9609792,22,483000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Setapak,SKYMERIDIEN RESIDENCE,Leasehold,1205.5579648,20,793000,2021,9519.48052434457,783000.0
Flat,Mukim Batu,Others,Leasehold,850.3489216,6,310000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1603.8226496,24,1075000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1205.5579648,3,1020000,2023,11404.069648861696,1046500.0
Condominium/Apartment,Mukim Batu,TRINITY LEMANJA,Freehold,947.2241152,23,600000,2022,10518.458089229382,555000.0
Condominium/Apartment,Mukim Setapak,RESIDENSI PV 18,Leasehold,1216.3218752,28,495000,2021,9519.48052434457,500000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,2034.3790656,6,1500000,2024,10655.9521268712,565000.0
Condominium/Apartment,Mukim Kuala Lumpur,PRISMA PERDANA  APT,Freehold,839.5850112,7,360000,2022,10990.92508681991,320000.0
Condominium/Apartment,Mukim Batu,CONCERTO NORTH KIARA,Freehold,1776.045216,6,1200000,2022,10518.458089229382,1290000.0
Low-Cost Flat,Mukim Petaling,Others,Leasehold,656.5985344000001,18,165000,2022,10391.98036882808,375000.0
Low-Cost Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 1,Leasehold,530.6607827199999,0,210000,2021,9519.48052434457,220000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,742.7098176000001,1,1411000,2025,11817.214210903478,455000.0
Flat,Kuala Lumpur Town Centre,PANGSAPURI BANDAR BARU SENTUL,Leasehold,559.7233408,3,175000,2024,10655.9521268712,214000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1216.3218752,7,580000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Petaling,ARENA GREEN,Freehold,882.6406528,3,318000,2022,10391.98036882808,300000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Freehold,570.4872512000001,7,160000,2022,10990.92508681991,455000.0
Condominium/Apartment,Mukim Batu,RESIDENSI SOUTH BROOKS,Freehold,957.9880256,16,1045000,2022,10518.458089229382,1030000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI HOLMES,Leasehold,978.97765088,10,420000,2021,11221.58385241534,480000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,957.9880256,11,485000,2021,10852.14496019228,580000.0
Condominium/Apartment,Mukim Setapak,IRAMA WANGSA,Freehold,1356.2527104,15,790000,2023,9948.789325842698,775000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,895.449706176,4,230000,2022,9434.403370786516,400000.0
Low-Cost Flat,Mukim Setapak,TMN DANAU KOTA,Leasehold,699.654176,6,159000,2024,10463.175280898877,180000.0
Condominium/Apartment,Mukim Petaling,JALIL DAMAI APT,Freehold,925.6962944,7,380000,2022,10391.98036882808,400000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,882.6406528,7,290000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Batu,RESIDENSI SELINGSING,Freehold,861.112832,10,453000,2022,10518.458089229382,475000.0
Low-Cost Flat,Mukim Batu,Others,Freehold,656.5985344000001,8,220000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,PANTAI PANORAMA KONDO,Freehold,731.9459072,1,390000,2024,11817.214210903478,510000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,990.2797568,8,350000,2022,10391.98036882808,375000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1560.767008,6,540000,2022,9434.403370786516,400000.0
Low-Cost Flat,Mukim Petaling,DESA PETALING,Leasehold,559.7233408,3,130000,2022,10391.98036882808,145000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,850.3489216,8,525000,2021,10852.14496019228,580000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1076.39104,11,600000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,1001.0436672,16,400000,2023,11404.069648861696,455000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,990.2797568,6,450000,2025,10346.591314693636,375000.0
Low-Cost Flat,Mukim Petaling,Others,Leasehold,656.5985344000001,16,195000,2024,10346.591314693636,375000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1237.849696,13,600000,2024,10655.9521268712,565000.0
Condominium/Apartment,Mukim Batu,11 MONT KIARA,Freehold,2701.7415104,29,2300000,2025,11745.298332582244,2800000.0
Condominium/Apartment,Mukim Ampang,PERTIWI INDAH APARTMENT,Leasehold,1280.9053376,8,580000,2022,10231.924081632653,489000.0
Condominium/Apartment,Mukim Petaling,THE RAINZ BUKIT JALIL,Freehold,1722.225664,18,1067000,2022,10391.98036882808,950000.0
Low-Cost Flat,Mukim Batu,Others,Freehold,656.5985344000001,1,240000,2021,10852.14496019228,580000.0
Condominium/Apartment,Mukim Batu,SRI PUTRAMAS,Freehold,1044.0993088,4,600000,2023,11131.878210905812,630000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1808.3369472,7,1800000,2024,11745.298332582242,580000.0
Condominium/Apartment,Mukim Setapak,SKYMERIDIEN RESIDENCE,Leasehold,904.1684736,10,534000,2021,9519.48052434457,783000.0
Condominium/Apartment,Mukim Setapak,BENNINGTON RESIDENSE,Leasehold,1334.7248896,36,805000,2023,9948.789325842698,760000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1097.9188608,32,1050000,2023,11131.878210905812,580000.0
Low-Cost Flat,Mukim Petaling,TAMAN LTAT BUKIT JALIL,Leasehold,656.5985344000001,3,195000,2022,10391.98036882808,220000.0
Condominium/Apartment,Mukim Kuala Lumpur,PRISMA CHERAS,Freehold,1377.7805312,12,475000,2022,10990.92508681991,410000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,3573.6182528,2,3485000,2022,10302.979398251076,565000.0
Low-Cost Flat,Mukim Petaling,Others,Leasehold,645.8346240000001,11,35000,2023,10369.28584176086,375000.0
Condominium/Apartment,Kuala Lumpur Town Centre,RESIDENSI SETIA SKY SEPUTEH,Freehold,2626.3941376,33,3600000,2025,10655.9521268712,3202500.0
Condominium/Apartment,Mukim Petaling,JALIL DAMAI APT,Freehold,1087.1549504,10,500000,2022,10391.98036882808,400000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,2238.8933632,0,1900000,2021,11221.58385241534,455000.0
Condominium/Apartment,Mukim Petaling,BUKIT OUG,Freehold,1221.7038304,14,350000,2024,10346.591314693636,340000.0
Condominium/Apartment,Mukim Batu,TRINITY LEMANJA,Freehold,914.932384,24,538000,2022,10518.458089229382,565000.0
Low-Cost Flat,Mukim Petaling,TMN SRI CENDEKIA  (TMN CONNAUGHT),Leasehold,635.0707136,3,170000,2024,10346.591314693636,175000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,2088.1986176,2,1325000,2024,10655.9521268712,565000.0
Low-Cost Flat,Mukim Petaling,PANGSAPURI PERMAI,Leasehold,678.1263552,4,188000,2023,10369.28584176086,215000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,899.970548544,8,530000,2023,11404.069648861696,455000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1560.767008,25,498000,2024,10463.175280898877,400000.0
Condominium/Apartment,Mukim Kuala Lumpur,CENGAL KONDOMINIUM,Leasehold,828.8211008000001,9,333000,2022,10990.92508681991,399000.0
Flat,Mukim Batu,Others,Leasehold,721.1819968,7,183000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,2002.0873344,3,970000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,KONDOMINIUM PANTAI ESTET,Freehold,2518.7550336,13,1880000,2022,10990.92508681991,2222000.0
Low-Cost Flat,Mukim Petaling,Others,Leasehold,645.8346240000001,3,200000,2022,10391.98036882808,375000.0
Condominium/Apartment,Kuala Lumpur Town Centre,VILLA PUTERI CONDO,Freehold,1087.1549504,24,400000,2025,10655.9521268712,500000.0
Condominium/Apartment,Kuala Lumpur Town Centre,MIHARJA CONDOMINIUM,Leasehold,959.387333952,4,370000,2021,10310.3500074107,340000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,807.29328,1,270000,2022,10391.98036882808,375000.0
Flat,Mukim Petaling,TMN DESA TASEK,Leasehold,893.4045632,12,230000,2022,10391.98036882808,243500.0
Condominium/Apartment,Kuala Lumpur Town Centre,VILLA PUTRA,Freehold,1614.58656,24,465000,2023,10479.465762561138,397500.0
Town House,Mukim Batu,Others,Freehold,2604.8663168000003,0,1400000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1399.308352,12,700000,2021,10423.65357921872,375000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1280.9053376,2,1071000,2023,11404.069648861696,1046000.0
Condominium/Apartment,Kuala Lumpur Town Centre,ANGKASA IMPIAN,Leasehold,1463.8918144,21,575000,2022,10302.979398251076,550000.0
Flat,Kuala Lumpur Town Centre,Others,Leasehold,785.7654592,12,300000,2024,10655.9521268712,570000.0
Condominium/Apartment,Mukim Setapak,SERI RIANA,Leasehold,1377.7805312,33,1000000,2022,9434.403370786516,1000000.0
Flat,Mukim Batu,PUSAT KEPONG,Leasehold,934.953257344,1,223000,2023,11131.878210905812,190000.0
Flat,Mukim Ampang,DESA PANDAN,Leasehold,721.1819968,0,300000,2025,10573.023999999998,300000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1097.9188608,1,400000,2022,9434.403370786516,400000.0
Condominium/Apartment,Mukim Kuala Lumpur,PANTAI HILLPARK APARTMENT,Leasehold,1001.0436672,6,390000,2023,11404.069648861696,492500.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,904.1684736,1,350000,2022,10302.979398251076,570000.0
Condominium/Apartment,Mukim Setapak,VILLA WANGSAMAS CONDO,Freehold,1270.1414272,1,550000,2023,9948.789325842698,494000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1194.7940544,6,388000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Batu,VISTA KIARA,Freehold,1334.7248896,12,600000,2022,10518.458089229382,600000.0
Condominium/Apartment,Mukim Batu,MON'T KIARA AMAN,Freehold,2195.8377216,5,1300000,2023,11131.878210905812,1350000.0
Condominium/Apartment,Mukim Setapak,SKYMERIDIEN RESIDENCE,Leasehold,1323.9609792,37,867000,2022,9434.403370786516,783000.0
Condominium/Apartment,Mukim Kuala Lumpur,PANTAI HILLPARK APARTMENT,Leasehold,1001.0436672,7,365000,2022,10990.92508681991,492500.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1894.4482304,30,1250000,2022,10391.98036882808,375000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1915.9760512,23,830000,2024,10463.175280898877,400000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1743.7534848,2,960000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Ampang,CASA RIA,Leasehold,1001.0436672,0,455000,2022,10231.924081632653,405000.0
Condominium/Apartment,Mukim Batu,RESIDENSI SOUTH BROOKS,Freehold,1151.7384128,25,1060000,2023,11131.878210905812,1030000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Leasehold,650.032549056,4,215000,2022,10990.92508681991,455000.0
Low-Cost Flat,Mukim Kuala Lumpur,MIDAH RIA APARTMENT,Freehold,559.7233408,18,186000,2022,10990.92508681991,187500.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1711.4617536,8,1330000,2025,11817.214210903478,455000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,990.2797568,14,260000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1119.4466816,15,345000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Batu,THE WESTSIDE ONE (DESA PARKCITY),Freehold,2034.3790656,2,1650000,2023,11131.878210905812,1250000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,914.932384,0,480000,2023,11404.069648861696,455000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,2658.6858688,6,1600000,2025,11745.298332582244,580000.0
Flat,Mukim Petaling,DESA SRI PUTERI,Leasehold,602.7789824,7,125000,2024,10346.591314693636,233500.0
Condominium/Apartment,Kuala Lumpur Town Centre,18 MADGE,Freehold,2690.9776,3,3421000,2023,10479.465762561138,2983000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1248.6136064,15,375000,2022,9434.403370786516,400000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1054.8632192,8,450000,2023,10479.465762561138,570000.0
Low-Cost Flat,Mukim Setapak,TMN DANAU KOTA,Leasehold,699.654176,14,220000,2022,9434.403370786516,180000.0
Condominium/Apartment,Mukim Petaling,DESA SRI PUTERI,Leasehold,957.9880256,10,320000,2025,10346.591314693636,231000.0
Condominium/Apartment,Mukim Setapak,PLATINUM LAKE CONDO PV12,Leasehold,1205.5579648,19,430000,2025,10463.175280898877,450000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,688.8902656,5,230000,2024,10463.175280898877,400000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,3465.9791488,3,2600000,2022,10990.92508681991,455000.0
Flat,Mukim Ulu Kelang,PKNS ULU KELANG,Leasehold,527.4316096,0,200000,2022,9202.0,210000.0
Condominium/Apartment,Mukim Batu,RESIDENSI 22 MONT KIARA,Freehold,2249.6572736000003,29,2300000,2023,11131.878210905812,2220000.0
Town House,Mukim Setapak,Others,Freehold,1011.8075776,0,450000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Kuala Lumpur,MIDFIELDS SG.BESI KONDOMINIUM,Leasehold,1144.9571492480002,1,620000,2021,11221.58385241534,463500.0
Condominium/Apartment,Mukim Batu,Others,Freehold,779.952947584,6,173000,2023,11131.878210905812,580000.0
Flat,Mukim Kuala Lumpur,Others,Leasehold,1194.7940544,1,230000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1033.3353984,4,550000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Setapak,SKYMERIDIEN RESIDENCE,Leasehold,979.5158464,30,683000,2021,9519.48052434457,783000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1550.0030976,0,700000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1001.0436672,3,350000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Batu,RESIDENSI 22 MONT KIARA,Freehold,3046.1866432,18,2980000,2023,11131.878210905812,2220000.0
Flat,Mukim Petaling,Others,Freehold,721.1819968,4,198000,2022,10391.98036882808,375000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,731.9459072,1,550000,2024,11817.214210903478,455000.0
Flat,Mukim Kuala Lumpur,Others,Leasehold,1022.571488,3,305000,2023,11404.069648861696,455000.0
Condominium/Apartment,Mukim Petaling,NIDOZ RESIDENCES @ DESA PETALING,Leasehold,1216.3218752,27,720000,2021,10423.65357921872,720000.0
Low-Cost Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 2,Leasehold,527.4316096,5,180000,2023,9948.789325842698,224500.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,899.970548544,15,420000,2021,11221.58385241534,455000.0
Condominium/Apartment,Mukim Batu,SRI PUTRAMAS II,Freehold,1388.5444416,15,850000,2023,11131.878210905812,800000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,945.07133312,2,265000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Batu,RESIDENSI SOUTH BROOKS,Freehold,1291.6692480000002,23,1290000,2024,11745.298332582242,1030000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,893.4045632,2,330000,2024,10346.591314693636,375000.0
Low-Cost Flat,Mukim Batu,Others,Freehold,656.5985344000001,4,260000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI PANTAI SENTRAL 2,Leasehold,1367.0166208,29,1247000,2021,11221.58385241534,1328000.0
Low-Cost Flat,Mukim Petaling,KUCHAI ENTREPRENEURS PARK,Leasehold,721.1819968,1,238000,2023,10369.28584176086,220000.0
Condominium/Apartment,Kuala Lumpur Town Centre,WARISAN CITY VIEW APARTMENT,Leasehold,1054.8632192,6,460000,2021,10310.3500074107,450000.0
Condominium/Apartment,Mukim Setapak,SKYMERIDIEN RESIDENCE,Leasehold,581.2511616,18,440000,2021,9519.48052434457,783000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1593.0587392,1,550000,2023,11131.878210905812,580000.0
Low-Cost Flat,Kuala Lumpur Town Centre,Others,Leasehold,516.6676992,6,81000,2022,10302.979398251076,570000.0
Condominium/Apartment,Mukim Petaling,ANGKASA CONDOMINIUM,Freehold,925.6962944,6,420000,2022,10391.98036882808,450000.0
Condominium/Apartment,Mukim Batu,SENI MONT KIARA,Freehold,3530.5626112,28,3800000,2025,11745.298332582244,2300000.0
Condominium/Apartment,Mukim Petaling,VISTA KOMANWEL,Freehold,1205.5579648,13,440000,2023,10369.28584176086,457500.0
Condominium/Apartment,Mukim Batu,CONCERTO NORTH KIARA,Freehold,1711.4617536,10,943000,2022,10518.458089229382,1290000.0
Town House,Mukim Kuala Lumpur,Others,Leasehold,1550.0030976,0,650000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,BAYU TASIK CONDOMINIUM,Leasehold,936.4602048,2,370000,2022,10990.92508681991,395000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1205.5579648,19,1035000,2022,10990.92508681991,1046500.0
Condominium/Apartment,Mukim Setapak,SENTUL POINT SUITE APARTMENTS,Freehold,850.3489216,13,443000,2022,9434.403370786516,384000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1097.9188608,40,600000,2022,10391.98036882808,375000.0
Condominium/Apartment,Mukim Petaling,KIARA RESIDENCE BUKIT JALIL 2,Leasehold,1033.3353984,17,510000,2024,10346.591314693636,600000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1071.977836736,4,450000,2021,10852.14496019228,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,3530.5626112,14,2100000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1980.5595136,17,595000,2022,10391.98036882808,375000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1237.849696,5,440000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,850.3489216,4,250000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,1140.9745024,8,400000,2024,11745.298332582242,580000.0
Low-Cost Flat,Mukim Setapak,PANGSAPURI BANDARAYA GOMBAK,Leasehold,559.7233408,4,200000,2023,9948.789325842698,210000.0
Condominium/Apartment,Mukim Petaling,ENDAH REGAL,Leasehold,1140.9745024,9,499000,2023,10369.28584176086,500000.0
Low-Cost Flat,Mukim Setapak,TMN DANAU KOTA,Leasehold,699.9770933120001,6,250000,2023,9948.789325842698,180000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,1011.8075776,8,425000,2025,11745.298332582244,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1614.58656,4,1369000,2022,10990.92508681991,1046000.0
Low-Cost Flat,Mukim Setapak,TMN DANAU KOTA,Leasehold,699.654176,18,170000,2021,9519.48052434457,180000.0
Condominium/Apartment,Mukim Petaling,NIDOZ RESIDENCES @ DESA PETALING,Leasehold,1216.3218752,18,750000,2021,10423.65357921872,720000.0
Condominium/Apartment,Mukim Petaling,VISTA KOMANWEL,Freehold,1227.0857856,9,440000,2025,10346.591314693636,457500.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1377.7805312,3,738000,2023,10369.28584176086,375000.0
Condominium/Apartment,Kuala Lumpur Town Centre,THE ORION,Freehold,699.654176,20,1491000,2024,10655.9521268712,1553000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1593.0587392,27,925000,2024,10655.9521268712,565000.0
Low-Cost Flat,Mukim Ulu Kelang,PKNS ULU KELANG,Leasehold,548.9594304,0,230000,2024,11180.0,210000.0
Condominium/Apartment,Mukim Kuala Lumpur,PANGSAPURI CENDANA,Leasehold,624.3068032,15,206000,2024,11817.214210903478,230000.0
Condominium/Apartment,Mukim Petaling,ENDAH RIA,Leasehold,936.4602048,13,500000,2024,10346.591314693636,390000.0
Flat,Mukim Batu,Others,Freehold,962.939424384,1,240000,2024,11745.298332582242,580000.0
Condominium/Apartment,Mukim Petaling,PARAISO @ THE EARTH,Leasehold,1227.0857856,14,685000,2022,10391.98036882808,714500.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1388.5444416,12,375000,2024,10463.175280898877,400000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1097.9188608,16,860000,2024,11745.298332582242,580000.0
Condominium/Apartment,Mukim Petaling,ANGKASA CONDOMINIUM,Freehold,925.6962944,21,365000,2023,10369.28584176086,450000.0
Condominium/Apartment,Kuala Lumpur Town Centre,PLAZA 393 CITY APT,Leasehold,979.5158464,8,440000,2022,10302.979398251076,380000.0
Flat,Mukim Setapak,RAMPAI COURT,Freehold,592.015072,1,350000,2022,9434.403370786516,268000.0
Condominium/Apartment,Mukim Batu,TRINITY LEMANJA,Freehold,914.932384,19,560000,2022,10518.458089229382,560000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,893.4045632,30,730000,2022,10302.979398251076,565000.0
Condominium/Apartment,Mukim Batu,SENI MONT KIARA,Freehold,2411.1159296,34,2222000,2024,11745.298332582242,2325000.0
Low-Cost Flat,Mukim Petaling,Others,Freehold,736.8973059839999,1,100000,2023,10369.28584176086,375000.0
Condominium/Apartment,Kuala Lumpur Town Centre,MENARA ORKID,Leasehold,850.3489216,10,285000,2021,10310.3500074107,285000.0
