property_type,mukim,scheme_name_area,tenure,land_parcel_area,unit_level,transaction_price,year,income_median_area,area_median_price
Condominium/Apartment,Mukim Setapak,Others,Freehold,1388.5444416,12,500000,2024,10463.175280898877,400000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1872.9204096,15,1300000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1119.4466816,6,345000,2024,10346.591314693636,375000.0
Condominium/Apartment,Mukim Petaling,PARAISO @ THE EARTH,Leasehold,1097.9188608,36,594000,2021,10423.65357921872,714500.0
Condominium/Apartment,Mukim Setapak,M CENTURA,Freehold,850.3489216,38,584000,2021,9519.48052434457,548000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,839.5850112,7,340000,2025,10655.9521268712,570000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1313.1970688,18,900000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,PANDAN HEIGHTS(STRATA),Freehold,1076.39104,19,330000,2024,11817.214210903478,352500.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1022.571488,1,500000,2022,10391.98036882808,375000.0
Flat,Kuala Lumpur Town Centre,Others,Leasehold,785.7654592,11,290000,2022,10302.979398251076,570000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,2411.1159296,2,1430000,2025,11745.298332582244,580000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,3078.4783744,9,3650000,2023,10479.465762561138,565000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1065.6271296,2,300000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1248.6136064,9,500000,2024,10463.175280898877,400000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1431.6000832,18,480000,2022,9434.403370786516,400000.0
Condominium/Apartment,Mukim Kuala Lumpur,MIDFIELDS 2,Leasehold,1081.880634304,15,500000,2022,10990.92508681991,519000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1399.308352,12,1050000,2025,11817.214210903478,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1614.58656,5,790000,2022,10990.92508681991,455000.0
Condominium/Apartment,Mukim Setapak,PLATINUM LAKE CONDO PV12,Leasehold,1205.5579648,13,530000,2023,9948.789325842698,440000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,828.8211008000001,43,583000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1076.39104,10,410000,2022,10391.98036882808,375000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,893.4045632,12,225000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Petaling,THE RAINZ BUKIT JALIL,Freehold,1474.6557248,16,950000,2023,10369.28584176086,970000.0
Low-Cost Flat,Mukim Setapak,TMN DANAU KOTA,Leasehold,699.654176,14,155000,2023,9948.789325842698,180000.0
Condominium/Apartment,Mukim Batu,RESIDENSI DUTA KIARA,Freehold,1345.4888,36,1210000,2022,10518.458089229382,1620000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1380.902065216,6,388000,2023,11404.069648861696,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,1054.8632192,3,340000,2021,11221.58385241534,455000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,2346.5324672,33,3500000,2025,11745.298332582244,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,PANTAI HILLPARK APARTMENT,Leasehold,1044.0993088,14,580000,2024,11817.214210903478,485000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1076.39104,3,285000,2022,10302.979398251076,570000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,3132.2979264,33,1830000,2025,11745.298332582244,580000.0
Town House,Mukim Petaling,Others,Freehold,1194.7940544,0,668000,2023,10369.28584176086,375000.0
Flat,Mukim Setapak,TMN TERATAI MEWAH,Freehold,656.5985344000001,3,350000,2025,10463.175280898877,265000.0
Condominium/Apartment,Mukim Kuala Lumpur,BAYU TASIK CONDOMINIUM,Leasehold,904.1684736,3,380000,2024,11817.214210903478,395000.0
Condominium/Apartment,Mukim Batu,TRINITY PENTAMONT MONT KIARA,Freehold,2002.0873344,23,2000000,2025,11745.298332582244,1643500.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1496.1835456,27,500000,2024,10463.175280898877,400000.0
Flat,Mukim Petaling,Others,Freehold,1054.8632192,3,290000,2022,10391.98036882808,375000.0
Low-Cost Flat,Mukim Petaling,Others,Leasehold,645.8346240000001,11,35000,2022,10391.98036882808,375000.0
Low-Cost Flat,Mukim Batu,Others,Leasehold,548.9594304,3,135000,2023,11131.878210905812,580000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Leasehold,613.5428928,8,225000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1313.1970688,17,2050000,2021,11221.58385241534,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI PANTAI SENTRAL 2,Leasehold,1367.0166208,34,1258000,2021,11221.58385241534,1328000.0
Condominium/Apartment,Mukim Setapak,SENTUL UTAMA KONDOMINIUM,Leasehold,828.8211008000001,15,380000,2023,9948.789325842698,350000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,1237.849696,34,1127000,2021,11221.58385241534,455000.0
Low-Cost Flat,Mukim Ampang,PPR HILIRAN AMPANG,Leasehold,645.8346240000001,12,35000,2021,10128.651210884354,35000.0
Town House,Mukim Kuala Lumpur,Others,Freehold,2152.78208,1,1300000,2022,10990.92508681991,455000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,742.7098176000001,6,275000,2021,10852.14496019228,580000.0
Condominium/Apartment,Kuala Lumpur Town Centre,PALM COURT,Leasehold,947.2241152,1,410000,2024,10655.9521268712,400000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,3605.909984,12,4000000,2024,10655.9521268712,565000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,1367.0166208,9,875000,2023,11404.069648861696,455000.0
Flat,Mukim Setapak,TMN MELATI,Freehold,710.4180864,0,270000,2023,9948.789325842698,220000.0
Low-Cost Flat,Mukim Petaling,Others,Leasehold,656.5985344000001,16,200000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Setapak,BENNINGTON RESIDENSE,Leasehold,1237.849696,38,836000,2022,9434.403370786516,760000.0
Flat,Kuala Lumpur Town Centre,Others,Freehold,667.3624448,3,150000,2023,10479.465762561138,570000.0
Condominium/Apartment,Mukim Petaling,THE Z RESIDENCE,Freehold,1410.0722624,24,690000,2023,10369.28584176086,650000.0
Flat,Mukim Ulu Kelang,PKNS ULU KELANG,Leasehold,548.9594304,2,180000,2023,10191.0,210000.0
Condominium/Apartment,Mukim Setapak,RESIDENSI VISTA SAUJANA,Leasehold,807.29328,12,300000,2022,9434.403370786516,300000.0
Condominium/Apartment,Mukim Batu,RESIDENSI SELINGSING,Freehold,861.112832,12,465000,2022,10518.458089229382,475000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1657.6422016,29,1400000,2025,11745.298332582244,580000.0
Condominium/Apartment,Mukim Petaling,VISTA KOMANWEL,Freehold,1399.308352,7,445000,2022,10391.98036882808,457500.0
Low-Cost Flat,Mukim Setapak,Others,Leasehold,645.8346240000001,4,158000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1130.210592,27,400000,2024,11745.298332582242,580000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1593.0587392,15,820000,2021,10310.3500074107,565000.0
Low-Cost Flat,Mukim Batu,Others,Freehold,667.3624448,8,125000,2022,10518.458089229382,580000.0
Condominium/Apartment,Kuala Lumpur Town Centre,THE CAPERS @ SENTUL EAST,Freehold,999.859637056,3,600000,2023,10479.465762561138,725000.0
Flat,Mukim Batu,Others,Freehold,775.0015488,1,230000,2025,11745.298332582244,580000.0
Flat,Mukim Petaling,TAMAN LTAT BUKIT JALIL,Leasehold,914.932384,2,275000,2022,10391.98036882808,220000.0
Condominium/Apartment,Mukim Setapak,SRI PELANGI CONDO,Freehold,925.6962944,4,400000,2025,10463.175280898877,320000.0
Condominium/Apartment,Mukim Kuala Lumpur,CEMARA APARTMENT,Leasehold,742.7098176000001,12,400000,2024,11817.214210903478,332000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1184.030144,25,968000,2022,10990.92508681991,1046500.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,947.2241152,2,340000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Ulu Kelang,RESIDENSI SETIAWANGSA,Leasehold,1496.1835456,29,834000,2024,11180.0,730000.0
Condominium/Apartment,Mukim Batu,MIZUMI RESIDENCES,Leasehold,904.1684736,21,495000,2023,11131.878210905812,500000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1485.4196352,11,438000,2022,10302.979398251076,570000.0
Flat,Mukim Batu,TMN SRI MURNI MEDIUM COST FLAT,Leasehold,764.2376384,12,250000,2024,11745.298332582242,185000.0
Condominium/Apartment,Mukim Petaling,NIDOZ RESIDENCES @ DESA PETALING,Leasehold,1399.308352,24,770000,2022,10391.98036882808,720000.0
Flat,Mukim Kuala Lumpur,PANGSAPURI CENDANA,Leasehold,624.3068032,0,220000,2023,11404.069648861696,230000.0
Flat,Mukim Kuala Lumpur,Others,Freehold,1001.0436672,6,300000,2022,10990.92508681991,455000.0
Low-Cost Flat,Mukim Petaling,PANGSAPURI PERMAI,Leasehold,645.8346240000001,10,250000,2023,10369.28584176086,210000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1420.8361728,14,480000,2025,10346.591314693636,375000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,742.7098176000001,37,379000,2021,9519.48052434457,400000.0
Condominium/Apartment,Kuala Lumpur Town Centre,DUA RESIDENCY,Freehold,2281.9490048,13,1700000,2023,10479.465762561138,2850000.0
Condominium/Apartment,Mukim Petaling,RESIDENSI PARK @ PAVILION BUKIT JALIL,Freehold,1108.6827712,39,1108000,2021,10423.65357921872,1000000.0
Flat,Mukim Petaling,ANGKASA CONDOMINIUM,Freehold,925.6962944,13,600000,2023,10369.28584176086,440000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1076.39104,2,375000,2021,11221.58385241534,455000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Leasehold,550.0358214400001,1,188000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1872.9204096,14,1360000,2024,11817.214210903478,455000.0
Flat,Mukim Petaling,Others,Freehold,656.5985344000001,3,100000,2021,10423.65357921872,375000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1076.39104,15,305000,2022,10990.92508681991,455000.0
Condominium/Apartment,Mukim Petaling,TMN SRI CENDEKIA  (TMN CONNAUGHT),Leasehold,979.5158464,10,280000,2023,10369.28584176086,172500.0
Condominium/Apartment,Mukim Batu,MON'T KIARA AMAN,Freehold,2669.4497792,28,1800000,2023,11131.878210905812,1350000.0
Flat,Mukim Setapak,TMN TERATAI MEWAH,Freehold,656.5985344000001,6,289000,2023,9948.789325842698,265000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,807.29328,2,345000,2024,10463.175280898877,400000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,947.2241152,7,470000,2023,10479.465762561138,570000.0
Low-Cost Flat,Mukim Setapak,TMN MELATI,Freehold,581.2511616,1,215000,2022,9434.403370786516,220000.0
Condominium/Apartment,Kuala Lumpur Town Centre,PLAZA RAH (KG.BARU),Freehold,1119.4466816,16,500000,2024,10655.9521268712,485000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1259.3775168,0,650000,2025,10655.9521268712,565000.0
Flat,Kuala Lumpur Town Centre,Others,Leasehold,559.7233408,2,220000,2022,10302.979398251076,570000.0
Flat,Mukim Petaling,Others,Freehold,663.487437056,1,130000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Petaling,KIARA RESIDENCE BUKIT JALIL 2,Leasehold,1259.3775168,25,600000,2024,10346.591314693636,600000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1657.6422016,26,1360000,2022,10518.458089229382,580000.0
Condominium/Apartment,Kuala Lumpur Town Centre,THE CAPERS @ SENTUL EAST,Freehold,1381.00970432,10,780000,2023,10479.465762561138,720000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,3767.36864,24,3000000,2022,10302.979398251076,565000.0
Condominium/Apartment,Mukim Batu,RESIDENSI SOUTH BROOKS,Freehold,1506.947456,11,1500000,2025,11745.298332582244,1030000.0
Town House,Mukim Petaling,Others,Leasehold,1130.210592,1,395000,2021,10423.65357921872,375000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,785.7654592,15,300000,2024,10463.175280898877,400000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,912.994880128,7,330000,2022,10302.979398251076,570000.0
Condominium/Apartment,Kuala Lumpur Town Centre,MENARA WARISAN,Freehold,570.4872512000001,1,240000,2023,10479.465762561138,327500.0
Town House,Mukim Batu,Others,Leasehold,1722.225664,1,720000,2021,10852.14496019228,580000.0
Condominium/Apartment,Mukim Setapak,M CENTURA,Freehold,279.8616704,45,571000,2021,9519.48052434457,548000.0
Flat,Mukim Batu,Others,Leasehold,861.112832,5,290000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,PRISMA PERDANA  APT,Freehold,818.0571904000001,5,325000,2024,11817.214210903478,320000.0
Low-Cost Flat,Mukim Setapak,Others,Leasehold,645.8346240000001,7,150000,2022,9434.403370786516,400000.0
Condominium/Apartment,Mukim Batu,SENI MONT KIARA,Freehold,2895.4918976,3,2100000,2023,11131.878210905812,2325000.0
Condominium/Apartment,Mukim Kuala Lumpur,KETUMBAR HEIGHTS,Freehold,904.1684736,11,340000,2022,10990.92508681991,300000.0
Low-Cost Flat,Mukim Petaling,SRI RAKYAT APT,Freehold,667.3624448,3,215000,2025,10346.591314693636,225000.0
Condominium/Apartment,Mukim Batu,PAVILION HILTOP MONT KIARA,Freehold,2680.2136896,24,2670000,2023,11131.878210905812,1800000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1474.6557248,11,488000,2021,9519.48052434457,400000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1722.225664,1,945000,2023,11131.878210905812,580000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Leasehold,550.0358214400001,3,150000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),Freehold,1442.3639936,13,565000,2022,9098.617564621612,585000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,3143.0618368,23,2251000,2021,9519.48052434457,400000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,721.1819968,2,260000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1711.4617536,16,950000,2021,10852.14496019228,580000.0
Flat,Mukim Petaling,Others,Leasehold,656.5985344000001,15,163000,2024,10346.591314693636,375000.0
Low-Cost Flat,Mukim Setapak,Others,Leasehold,530.6607827199999,0,220000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Petaling,ENDAH VILLA,Leasehold,1130.210592,10,370000,2022,10391.98036882808,378000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,968.751936,6,330000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Setapak,TMN TERATAI MEWAH,Freehold,656.5985344000001,1,200000,2022,9434.403370786516,266000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1808.3369472,2,1600000,2024,10655.9521268712,565000.0
Condominium/Apartment,Mukim Batu,RESIDENSI DUTA KIARA,Freehold,1162.5023232,36,1000000,2023,11131.878210905812,1620000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1162.5023232,11,600000,2023,11404.069648861696,455000.0
Condominium/Apartment,Kuala Lumpur Town Centre,MENARA ORKID,Leasehold,850.3489216,5,249000,2021,10310.3500074107,285000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1603.8226496,0,1250000,2022,10391.98036882808,375000.0
Condominium/Apartment,Kuala Lumpur Town Centre,RESIDENSI STAR,Freehold,624.3068032,28,1100000,2024,10655.9521268712,1450000.0
Low-Cost Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 2,Leasehold,527.4316096,0,250000,2023,9948.789325842698,222500.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1216.3218752,17,680000,2022,10391.98036882808,375000.0
Low-Cost Flat,Mukim Petaling,BANDAR TASIK SELATAN,Leasehold,656.5985344000001,10,230000,2023,10369.28584176086,230000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1291.6692480000002,12,550000,2023,10369.28584176086,375000.0
Low-Cost Flat,Mukim Kuala Lumpur,SRI PENARA,Leasehold,645.8346240000001,12,260000,2022,10990.92508681991,280000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1074.23825792,13,600000,2023,10479.465762561138,565000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1883.68432,5,700000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,2012.8512448,21,1766000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Batu,LAMAN SCENARIA KIARA,Freehold,1280.9053376,6,750000,2021,10852.14496019228,670000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,947.2241152,1,355000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1449.89873088,22,565000,2025,10463.175280898877,400000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,796.5293696,0,213000,2025,10346.591314693636,375000.0
Condominium/Apartment,Mukim Petaling,THE Z RESIDENCE,Freehold,1033.3353984,6,550000,2024,10346.591314693636,650000.0
Flat,Mukim Setapak,TMN TERATAI MEWAH,Freehold,656.5985344000001,10,266000,2024,10463.175280898877,265000.0
Condominium/Apartment,Mukim Kuala Lumpur,MIDFIELDS SG.BESI KONDOMINIUM,Leasehold,1180.2627753600002,11,500000,2024,11817.214210903478,463500.0
Condominium/Apartment,Mukim Petaling,BANDAR TASIK SELATAN,Leasehold,851.102395328,1,350000,2023,10369.28584176086,230000.0
Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 2,Leasehold,527.4316096,5,180000,2025,10463.175280898877,224500.0
Low-Cost Flat,Mukim Batu,Others,Leasehold,548.9594304,0,150000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Setapak,M CENTURA,Freehold,850.3489216,40,567000,2021,9519.48052434457,548000.0
Low-Cost Flat,Mukim Ampang,PPR HILIRAN AMPANG,Leasehold,645.8346240000001,16,35000,2021,10128.651210884354,35000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Leasehold,645.8346240000001,5,35000,2023,11404.069648861696,455000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1054.8632192,14,350000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Petaling,RESIDENSI PARK @ PAVILION BUKIT JALIL,Freehold,947.2241152,22,820000,2024,10346.591314693636,1000000.0
Condominium/Apartment,Mukim Setapak,RESIDENSI PV 18,Leasehold,1216.3218752,27,497000,2022,9434.403370786516,500000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,828.8211008000001,3,300000,2023,10369.28584176086,375000.0
Flat,Mukim Batu,Others,Leasehold,721.1819968,5,210000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Ampang,MUTIARA UPPER EAST CONDO,Leasehold,1969.7956032,5,1080000,2024,10573.024,1225000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1625.3504704,7,980000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1097.9188608,17,530000,2024,10463.175280898877,400000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,688.8902656,6,278000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Batu,SENI MONT KIARA,Freehold,2411.1159296,30,2150000,2023,11131.878210905812,2325000.0
Flat,Mukim Ulu Kelang,PKNS ULU KELANG,Leasehold,871.8767424,3,260000,2022,9202.0,210000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,807.29328,13,295000,2022,10391.98036882808,375000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,3667.26427328,22,3170000,2024,11745.298332582242,580000.0
Condominium/Apartment,Kuala Lumpur Town Centre,PANGSAPURI BANDAR BARU SENTUL,Leasehold,559.7233408,3,250000,2022,10302.979398251076,205000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1603.8226496,5,890000,2024,11745.298332582242,580000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1323.9609792,23,450000,2021,9519.48052434457,400000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1636.1143808000002,5,785000,2024,10346.591314693636,375000.0
Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 2,Leasehold,710.4180864,1,260000,2024,10463.175280898877,222500.0
Condominium/Apartment,Mukim Setapak,M CENTURA,Freehold,850.3489216,35,590000,2021,9519.48052434457,548000.0
Flat,Mukim Petaling,Others,Leasehold,753.473728,1,300000,2023,10369.28584176086,375000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Freehold,559.7233408,3,145000,2021,11221.58385241534,455000.0
Low-Cost Flat,Mukim Batu,Others,Leasehold,645.8346240000001,2,35000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Batu,TRINITY PENTAMONT MONT KIARA,Freehold,2002.0873344,2,1631000,2022,10518.458089229382,1649000.0
Condominium/Apartment,Mukim Setapak,SKYMERIDIEN RESIDENCE,Leasehold,581.2511616,26,458000,2021,9519.48052434457,783000.0
Low-Cost Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 2,Leasehold,527.4316096,2,220000,2024,10463.175280898877,224500.0
Low-Cost Flat,Mukim Setapak,TMN MELATI,Freehold,710.4180864,4,198000,2022,9434.403370786516,220000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,1076.39104,1,372000,2023,11131.878210905812,580000.0
Low-Cost Flat,Mukim Petaling,SRI RAKYAT APT,Freehold,667.3624448,6,220000,2022,10391.98036882808,225000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1194.7940544,3,390000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,979.5158464,7,400000,2023,11131.878210905812,580000.0
Flat,Mukim Cheras,TMN BUKIT CHERAS,Freehold,635.0707136,7,200000,2025,9720.33758953597,163000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1205.5579648,27,1038000,2022,10990.92508681991,1046500.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1227.0857856,12,430000,2024,10463.175280898877,400000.0
Condominium/Apartment,Mukim Batu,SRI PUTRAMAS III (ROYAL REGENT),Freehold,1194.7940544,12,600000,2023,11131.878210905812,700000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1679.1700224,20,1000000,2025,10655.9521268712,565000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1528.4752768,19,1115000,2023,10479.465762561138,565000.0
Town House,Mukim Kuala Lumpur,Others,Freehold,2152.78208,0,1250000,2023,11404.069648861696,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,VISTA ANGKASA APARTMENT,Leasehold,936.4602048,5,415000,2022,10990.92508681991,350000.0
Condominium/Apartment,Mukim Batu,RESIDENSI SOUTH BROOKS,Freehold,1291.6692480000002,38,1650000,2025,11745.298332582244,1030000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,818.0571904000001,14,128000,2025,11817.214210903478,455000.0
Condominium/Apartment,Mukim Batu,TRINITY PENTAMONT MONT KIARA,Freehold,1345.4888,9,1150000,2024,11745.298332582242,1649000.0
Condominium/Apartment,Mukim Batu,MON'T KIARA AMAN,Freehold,2669.4497792,25,1720000,2024,11745.298332582242,1350000.0
Town House,Mukim Batu,Others,Freehold,2906.255808,0,1956000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,775.0015488,10,420000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,990.2797568,11,42000,2022,9434.403370786516,400000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1205.5579648,24,1037000,2022,10990.92508681991,1046500.0
Low-Cost Flat,Mukim Setapak,PANGSAPURI BANDARAYA GOMBAK,Leasehold,581.2511616,10,210000,2022,9434.403370786516,210000.0
Condominium/Apartment,Mukim Petaling,THE HERMINGTON KUCHAI LAMA,Leasehold,1074.991731648,37,500000,2022,10391.98036882808,510000.0
Flat,Mukim Petaling,ANGKASA CONDOMINIUM,Freehold,925.6962944,5,485000,2023,10369.28584176086,440000.0
Condominium/Apartment,Mukim Petaling,VISTA KOMANWEL,Freehold,1227.0857856,11,385000,2021,10423.65357921872,457500.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Freehold,656.5985344000001,3,180000,2022,10990.92508681991,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,PRISMA PERDANA  APT,Freehold,839.5850112,5,310000,2023,11404.069648861696,322000.0
Condominium/Apartment,Mukim Kuala Lumpur,VISTA ANGKASA APARTMENT,Leasehold,936.4602048,6,350000,2022,10990.92508681991,350000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI PANTAI SENTRAL 2,Leasehold,1679.1700224,12,1525000,2021,11221.58385241534,1293500.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,818.0571904000001,8,320000,2023,11404.069648861696,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1819.1008576,16,1400000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,828.8211008000001,14,330000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,1 RAZAK MANSION,Leasehold,807.29328,13,280000,2024,11817.214210903478,299000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,1108.6827712,14,398000,2022,10518.458089229382,580000.0
Low-Cost Flat,Mukim Kuala Lumpur,SRI PENARA,Leasehold,645.8346240000001,12,210000,2021,11221.58385241534,280000.0
Condominium/Apartment,Mukim Setapak,PLATINUM LAKE CONDO PV12,Leasehold,1205.5579648,17,499000,2024,10463.175280898877,440000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1205.5579648,15,1028000,2023,11404.069648861696,1046500.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1119.4466816,2,370000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Batu,CHANGKAT VIEW CONDOMINIUM,Freehold,2098.962528,25,900000,2024,11745.298332582242,495000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1797.5730368,21,1728000,2022,10518.458089229382,580000.0
Condominium/Apartment,Kuala Lumpur Town Centre,RESIDENSI STAR,Freehold,624.3068032,30,1013000,2025,10655.9521268712,1450000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1442.3639936,15,640000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI HOLMES,Leasehold,942.91855104,13,430000,2023,11404.069648861696,480000.0
