Property Type,District,Mukim,Scheme Name/Area,Road Name,"Month, Year of Transaction Date",Tenure,Land/Parcel Area,Unit,Main Floor Area,Unit        ,Unit Level,Transaction Price  
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,September 2022,Freehold,61,sq.m,-,-,7,199000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,September 2022,Freehold,61,sq.m,-,-,12,270000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,October 2022,Freehold,61,sq.m,-,-,10,250000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,November 2022,Freehold,61,sq.m,-,-,11,250000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,December 2022,Freehold,61,sq.m,-,-,1,250000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,December 2022,Freehold,61,sq.m,-,-,9,270000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,December 2022,Freehold,67,sq.m,-,-,5,230000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,January 2023,Freehold,61,sq.m,-,-,8,260000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,February 2023,Freehold,61,sq.m,-,-,4,250000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,February 2023,Freehold,61,sq.m,-,-,4,230000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,February 2023,Freehold,67,sq.m,-,-,12,230000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,March 2023,Freehold,61,sq.m,-,-,6,289000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,March 2023,Freehold,61,sq.m,-,-,6,190000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,March 2023,Freehold,67,sq.m,-,-,8,290000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,April 2023,Freehold,61,sq.m,-,-,3,200000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,April 2023,Freehold,61,sq.m,-,-,9,225000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,April 2023,Freehold,61,sq.m,-,-,9,203000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,April 2023,Freehold,67,sq.m,-,-,10,300000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,May 2023,Freehold,61,sq.m,-,-,11,220000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,June 2023,Freehold,61,sq.m,-,-,8,198000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,June 2023,Freehold,67,sq.m,-,-,8,330000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,July 2023,Freehold,61,sq.m,-,-,6,280000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,July 2023,Freehold,67,sq.m,-,-,8,228000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,July 2023,Freehold,67,sq.m,-,-,10,260000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,August 2023,Freehold,61,sq.m,-,-,1,260000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,August 2023,Freehold,61,sq.m,-,-,4,290000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,August 2023,Freehold,61,sq.m,-,-,7,265000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,October 2023,Freehold,61,sq.m,-,-,8,330000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,October 2023,Freehold,61,sq.m,-,-,9,220000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,November 2023,Freehold,61,sq.m,-,-,12,290000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,December 2023,Freehold,61,sq.m,-,-,6,200000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,December 2023,Freehold,61,sq.m,-,-,7,290000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,December 2023,Freehold,61,sq.m,-,-,8,280000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,January 2024,Freehold,61,sq.m,-,-,1,250000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,January 2024,Freehold,61,sq.m,-,-,2,278000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,January 2024,Freehold,61,sq.m,-,-,2,215000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,January 2024,Freehold,61,sq.m,-,-,6,230000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,January 2024,Freehold,61,sq.m,-,-,12,245000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,February 2024,Freehold,61,sq.m,-,-,5,280000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,February 2024,Freehold,61,sq.m,-,-,9,250000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,February 2024,Freehold,61,sq.m,-,-,10,300000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,March 2024,Freehold,61,sq.m,-,-,5,203000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,March 2024,Freehold,61,sq.m,-,-,12,300000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,April 2024,Freehold,61,sq.m,-,-,9,280000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,April 2024,Freehold,61,sq.m,-,-,12,280000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,May 2024,Freehold,61,sq.m,-,-,8,300000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,May 2024,Freehold,61,sq.m,-,-,11,235000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,May 2024,Freehold,61,sq.m,-,-,11,200000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,June 2024,Freehold,61,sq.m,-,-,1,300000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,June 2024,Freehold,61,sq.m,-,-,8,300000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,June 2024,Freehold,61,sq.m,-,-,12,250000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,July 2024,Freehold,61,sq.m,-,-,1,265000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,July 2024,Freehold,61,sq.m,-,-,5,230000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,July 2024,Freehold,61,sq.m,-,-,10,266000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,July 2024,Freehold,67,sq.m,-,-,1,220000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,July 2024,Freehold,67,sq.m,-,-,9,300000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,August 2024,Freehold,61,sq.m,-,-,1,195000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,August 2024,Freehold,61,sq.m,-,-,5,278000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,August 2024,Freehold,67,sq.m,-,-,4,280000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,September 2024,Freehold,61,sq.m,-,-,7,250000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,September 2024,Freehold,61,sq.m,-,-,8,350000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,September 2024,Freehold,61,sq.m,-,-,11,260000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,October 2024,Freehold,61,sq.m,-,-,3,330000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,October 2024,Freehold,61,sq.m,-,-,4,330000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,October 2024,Freehold,61,sq.m,-,-,7,250000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,November 2024,Freehold,61,sq.m,-,-,11,190000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,November 2024,Freehold,67,sq.m,-,-,12,300000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,January 2025,Freehold,61,sq.m,-,-,8,200000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,January 2025,Freehold,61,sq.m,-,-,11,220000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,January 2025,Freehold,67,sq.m,-,-,9,330000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,February 2025,Freehold,61,sq.m,-,-,4,230000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,April 2025,Freehold,61,sq.m,-,-,7,270000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,May 2025,Freehold,61,sq.m,-,-,2,299000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,June 2025,Freehold,61,sq.m,-,-,7,365000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,July 2025,Freehold,61,sq.m,-,-,2,320000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,July 2025,Freehold,61,sq.m,-,-,11,360000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,August 2025,Freehold,61,sq.m,-,-,7,360000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,August 2025,Freehold,61,sq.m,-,-,11,350000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,October 2025,Freehold,61,sq.m,-,-,3,350000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,October 2025,Freehold,61,sq.m,-,-,3,250000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,October 2025,Freehold,61,sq.m,-,-,9,360000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,October 2025,Freehold,61,sq.m,-,-,9,220000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,October 2025,Freehold,61,sq.m,-,-,12,370000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,November 2025,Freehold,61,sq.m,-,-,4,195000
Flat,Kuala Lumpur,Mukim Setapak,TMN TERATAI MEWAH,   ,November 2025,Freehold,61,sq.m,-,-,11,210000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,April 2021,Leasehold,51,sq.m,-,-,2,180000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,May 2021,Leasehold,49,sq.m,-,-,4,155000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,September 2021,Leasehold,51,sq.m,-,-,3,210000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,September 2021,Leasehold,51,sq.m,-,-,G,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,September 2021,Leasehold,55,sq.m,-,-,4,120000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,September 2021,Leasehold,81,sq.m,-,-,10,260000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,September 2021,Leasehold,86,sq.m,-,-,4,380000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,October 2021,Leasehold,51,sq.m,-,-,4,210000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,November 2021,Leasehold,51,sq.m,-,-,4,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,November 2021,Leasehold,51,sq.m,-,-,G,210000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,December 2021,Leasehold,51,sq.m,-,-,3,161000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,December 2021,Leasehold,51,sq.m,-,-,4,170000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,December 2021,Leasehold,64,sq.m,-,-,8,265000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,December 2021,Leasehold,86,sq.m,-,-,10,384000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,January 2022,Leasehold,51,sq.m,-,-,2,164000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,January 2022,Leasehold,51,sq.m,-,-,G,215000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,February 2022,Leasehold,51,sq.m,-,-,1,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,February 2022,Leasehold,51,sq.m,-,-,2,158000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,February 2022,Leasehold,51,sq.m,-,-,3,190000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,February 2022,Leasehold,51,sq.m,-,-,4,160000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,February 2022,Leasehold,55,sq.m,-,-,2,230000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,February 2022,Leasehold,55,sq.m,-,-,G,220000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,February 2022,Leasehold,64,sq.m,-,-,3,240000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,February 2022,Leasehold,81,sq.m,-,-,10,270000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,February 2022,Leasehold,81,sq.m,-,-,12,320000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,March 2022,Leasehold,51,sq.m,-,-,2,170000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,March 2022,Leasehold,51,sq.m,-,-,3,190000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,March 2022,Leasehold,81,sq.m,-,-,2,347000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,March 2022,Leasehold,81,sq.m,-,-,4,310000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,April 2022,Leasehold,49,sq.m,-,-,3,145000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,April 2022,Leasehold,49,sq.m,-,-,4,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,April 2022,Leasehold,51,sq.m,-,-,2,183000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,April 2022,Leasehold,51,sq.m,-,-,3,180000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,April 2022,Leasehold,51,sq.m,-,-,3,155000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,April 2022,Leasehold,51,sq.m,-,-,4,180000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,April 2022,Leasehold,51,sq.m,-,-,G,262000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,April 2022,Leasehold,86,sq.m,-,-,6,400000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,May 2022,Leasehold,51,sq.m,-,-,3,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,May 2022,Leasehold,51,sq.m,-,-,3,180000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,May 2022,Leasehold,81,sq.m,-,-,12,320000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,May 2022,Leasehold,81,sq.m,-,-,13,320000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,June 2022,Leasehold,48,sq.m,-,-,2,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,June 2022,Leasehold,49,sq.m,-,-,1,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,June 2022,Leasehold,51,sq.m,-,-,1,230000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,June 2022,Leasehold,51,sq.m,-,-,1,175000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,June 2022,Leasehold,51,sq.m,-,-,G,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,July 2022,Leasehold,51,sq.m,-,-,1,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,July 2022,Leasehold,51,sq.m,-,-,1,175000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,July 2022,Leasehold,51,sq.m,-,-,2,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,July 2022,Leasehold,51,sq.m,-,-,3,170000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,July 2022,Leasehold,51,sq.m,-,-,4,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,July 2022,Leasehold,56,sq.m,-,-,1,220000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,July 2022,Leasehold,56,sq.m,-,-,2,145000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,July 2022,Leasehold,71,sq.m,-,-,1,240000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,July 2022,Leasehold,81,sq.m,-,-,15,310000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,August 2022,Leasehold,49,sq.m,-,-,G,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,August 2022,Leasehold,51,sq.m,-,-,2,173000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,August 2022,Leasehold,51,sq.m,-,-,3,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,August 2022,Leasehold,64,sq.m,-,-,1,260000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,August 2022,Leasehold,81,sq.m,-,-,3,260000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,August 2022,Leasehold,86,sq.m,-,-,5,370000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,September 2022,Leasehold,51,sq.m,-,-,2,190000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,September 2022,Leasehold,51,sq.m,-,-,3,155000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,September 2022,Leasehold,51,sq.m,-,-,4,140000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,September 2022,Leasehold,55,sq.m,-,-,4,180000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,September 2022,Leasehold,81,sq.m,-,-,2,300000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,October 2022,Leasehold,51,sq.m,-,-,4,185000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,October 2022,Leasehold,51,sq.m,-,-,4,180000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,October 2022,Leasehold,81,sq.m,-,-,4,275000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,October 2022,Leasehold,81,sq.m,-,-,9,300000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,October 2022,Leasehold,81,sq.m,-,-,11,250000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,November 2022,Leasehold,48,sq.m,-,-,4,165000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,November 2022,Leasehold,51,sq.m,-,-,1,175000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,November 2022,Leasehold,51,sq.m,-,-,3,210000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,November 2022,Leasehold,64,sq.m,-,-,12,270000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,November 2022,Leasehold,81,sq.m,-,-,1,260000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,December 2022,Leasehold,51,sq.m,-,-,1,220000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,December 2022,Leasehold,51,sq.m,-,-,1,180000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,December 2022,Leasehold,51,sq.m,-,-,2,190000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,December 2022,Leasehold,51,sq.m,-,-,2,188000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,December 2022,Leasehold,51,sq.m,-,-,3,155000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,December 2022,Leasehold,51,sq.m,-,-,G,180000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,December 2022,Leasehold,56,sq.m,-,-,4,150000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,December 2022,Leasehold,81,sq.m,-,-,6,280000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,December 2022,Leasehold,81,sq.m,-,-,8,300000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,January 2023,Leasehold,51,sq.m,-,-,1,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,January 2023,Leasehold,51,sq.m,-,-,G,190000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,January 2023,Leasehold,81,sq.m,-,-,14,270000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,February 2023,Leasehold,51,sq.m,-,-,4,185000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,March 2023,Leasehold,51,sq.m,-,-,1,160000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,March 2023,Leasehold,51,sq.m,-,-,2,180000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,March 2023,Leasehold,51,sq.m,-,-,3,180000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,March 2023,Leasehold,86,sq.m,-,-,12,338000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,April 2023,Leasehold,49,sq.m,-,-,4,177000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,April 2023,Leasehold,51,sq.m,-,-,1,210000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,April 2023,Leasehold,51,sq.m,-,-,G,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,May 2023,Leasehold,51,sq.m,-,-,2,230000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,May 2023,Leasehold,51,sq.m,-,-,3,190000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,May 2023,Leasehold,51,sq.m,-,-,G,190000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,May 2023,Leasehold,64,sq.m,-,-,8,280000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,May 2023,Leasehold,81,sq.m,-,-,8,300000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,June 2023,Leasehold,51,sq.m,-,-,1,235000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,June 2023,Leasehold,51,sq.m,-,-,4,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,June 2023,Leasehold,51,sq.m,-,-,4,170000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,June 2023,Leasehold,81,sq.m,-,-,9,270000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,July 2023,Leasehold,49,sq.m,-,-,1,220000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,July 2023,Leasehold,51,sq.m,-,-,2,155000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,July 2023,Leasehold,51,sq.m,-,-,3,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,July 2023,Leasehold,51,sq.m,-,-,4,210000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,August 2023,Leasehold,51,sq.m,-,-,1,195000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,August 2023,Leasehold,51,sq.m,-,-,1,165000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,August 2023,Leasehold,51,sq.m,-,-,3,171000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,August 2023,Leasehold,51,sq.m,-,-,4,150000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,August 2023,Leasehold,64,sq.m,-,-,3,270000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,September 2023,Leasehold,51,sq.m,-,-,2,200000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,September 2023,Leasehold,81,sq.m,-,-,4,300000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,October 2023,Leasehold,51,sq.m,-,-,3,180000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,October 2023,Leasehold,51,sq.m,-,-,4,230000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,October 2023,Leasehold,51,sq.m,-,-,G,210000
Flat,Kuala Lumpur,Mukim Ulu Kelang,PKNS ULU KELANG,   ,November 2023,Leasehold,48,sq.m,-,-,G,280000
