Property Type,District,Mukim,Scheme Name/Area,Road Name,"Month, Year of Transaction Date",Tenure,Land/Parcel Area,Unit,Main Floor Area,Unit        ,Unit Level,Transaction Price  
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JALAN 5/149G,March 2023,Leasehold,100,sq.m,109.63,sq.m,    ,640000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JALAN RADEN 1,November 2021,Leasehold,204,sq.m,133.69,sq.m,    ,800000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JALAN RADIN 1,July 2024,Freehold,164,sq.m,151.15,sq.m,    ,1295000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN 1/149G,August 2023,Leasehold,142.98,sq.m,115.11,sq.m,    ,850000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN 2/149B,August 2024,Leasehold,164,sq.m,133.69,sq.m,    ,900000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN 2/149G,March 2022,Leasehold,100,sq.m,109.44,sq.m,    ,638000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN 3/149G,August 2022,Leasehold,100,sq.m,109.53,sq.m,    ,728000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN 3/149H,December 2022,Leasehold,100,sq.m,113.43,sq.m,    ,780000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN 3/149H,May 2023,Leasehold,100,sq.m,113.43,sq.m,    ,638000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN 5/149G,November 2021,Leasehold,100,sq.m,118.73,sq.m,    ,660000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN 5/149G,February 2022,Leasehold,100,sq.m,113.43,sq.m,    ,650000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN 5/149G,January 2025,Leasehold,100,sq.m,113.43,sq.m,    ,725000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN 5/149H,August 2022,Leasehold,100,sq.m,109.44,sq.m,    ,690000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN 5/149H,September 2022,Leasehold,100,sq.m,113.43,sq.m,    ,690000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN 5/149H,November 2022,Leasehold,201,sq.m,112.32,sq.m,    ,1060000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN 6/149H,June 2023,Leasehold,100,sq.m,109.63,sq.m,    ,610000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN 7/149H,April 2022,Leasehold,100,sq.m,113.43,sq.m,    ,625000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN RADEN 4,December 2021,Leasehold,164,sq.m,203.45,sq.m,    ,980000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN WAN MALINI 2,August 2023,Leasehold,100,sq.m,119.19,sq.m,    ,638000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI ENDAH,JLN WAN MALINI 3,April 2022,Leasehold,100,sq.m,109.44,sq.m,    ,620000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI PANDIAN,JLN 12/153A,September 2022,Freehold,282,sq.m,185.81,sq.m,    ,800000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI SENTOSA, JALAN SRI SENTOSA 6,January 2024,Leasehold,139,sq.m,131.4,sq.m,    ,665000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI SENTOSA,JALAN SENTOSA 4 (JLN 4/133),June 2023,Leasehold,139,sq.m,131.4,sq.m,    ,720000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI SENTOSA,JALAN SERI SENTOSA 7,October 2024,Leasehold,139,sq.m,131.4,sq.m,    ,650000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI SENTOSA,JALAN SRI SENTOSA 7,May 2024,Leasehold,154,sq.m,131.4,sq.m,    ,620000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI SENTOSA,JLN 7/133 (JLN SRI SENTOSA 7),February 2023,Leasehold,139,sq.m,133.97,sq.m,    ,600000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN SRI SENTOSA,JLN SERI SENTOSA 4 (JLN 4/133),June 2024,Leasehold,139,sq.m,131.4,sq.m,    ,650000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TAN YEW LAI,JLN 8,July 2022,Freehold,133,sq.m,156.82,sq.m,    ,910000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TAN YEW LAI,JLN 8,November 2023,Freehold,135,sq.m,115.94,sq.m,    ,550000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TAN YEW LAI,JLN 10A,November 2022,Freehold,123,sq.m,133.32,sq.m,    ,570000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TAN YEW LAI,JLN 10A,February 2024,Freehold,123,sq.m,142.72,sq.m,    ,650000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TAN YEW LAI,JLN 10A,June 2024,Freehold,123,sq.m,190.45,sq.m,    ,600000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI, JALAN TASIK 1,October 2023,Leasehold,139.4,sq.m,203.88,sq.m,    ,1020000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 1,May 2021,Leasehold,139.4,sq.m,203.88,sq.m,    ,970000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 2,December 2021,Leasehold,130.1,sq.m,215.51,sq.m,    ,1100000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 3,November 2021,Leasehold,139.4,sq.m,215.51,sq.m,    ,1050000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 4,September 2023,Leasehold,362.3,sq.m,344.02,sq.m,    ,2000000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 5,November 2021,Leasehold,139.4,sq.m,203.88,sq.m,    ,1150000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 5,November 2021,Leasehold,139.4,sq.m,218.97,sq.m,    ,1060000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 5,February 2022,Freehold,139.4,sq.m,203.88,sq.m,    ,1080000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 5,August 2022,Leasehold,139.4,sq.m,203.88,sq.m,    ,1010000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 5,March 2023,Leasehold,139.4,sq.m,203.88,sq.m,    ,1148000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 5,July 2024,Leasehold,139.4,sq.m,203.88,sq.m,    ,1130000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 5,April 2025,Leasehold,205.8,sq.m,269.53,sq.m,    ,1550000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 8,May 2022,Leasehold,292.6,sq.m,269.53,sq.m,    ,1580000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 8,June 2022,Leasehold,139.4,sq.m,203.88,sq.m,    ,1100000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 8,March 2023,Leasehold,139.4,sq.m,203.88,sq.m,    ,988000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 9,July 2022,Leasehold,139.4,sq.m,218.97,sq.m,    ,1000000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 9,August 2023,Leasehold,130.1,sq.m,203.88,sq.m,    ,940000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 11,September 2024,Leasehold,139.4,sq.m,203.88,sq.m,    ,1160000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 12,June 2022,Leasehold,139.4,sq.m,203.88,sq.m,    ,1025000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 12,May 2023,Leasehold,209.4,sq.m,215.505,sq.m,    ,1200000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 13,June 2023,Leasehold,139.4,sq.m,203.88,sq.m,    ,1200000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 13,June 2023,Leasehold,139.4,sq.m,203.88,sq.m,    ,900000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 15,December 2021,Freehold,130.1,sq.m,203.88,sq.m,    ,960000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 15,May 2023,Leasehold,139.4,sq.m,203.88,sq.m,    ,1100000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 16,January 2023,Leasehold,139.4,sq.m,203.88,sq.m,    ,1030000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 17,April 2023,Leasehold,139.4,sq.m,203.88,sq.m,    ,950000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 17,September 2023,Leasehold,139.4,sq.m,203.88,sq.m,    ,1160000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 17,November 2025,Leasehold,139.4,sq.m,204,sq.m,    ,1260000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK 19,January 2024,Leasehold,419.8,sq.m,269.526,sq.m,    ,1900000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 1,March 2021,Leasehold,148.8,sq.m,218.97,sq.m,    ,1100000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 1,October 2021,Leasehold,148.8,sq.m,218.97,sq.m,    ,970000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 1,November 2021,Leasehold,148.8,sq.m,218.97,sq.m,    ,1120000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 1,December 2022,Leasehold,148.8,sq.m,218.97,sq.m,    ,1100000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 1,April 2023,Leasehold,148.8,sq.m,218.97,sq.m,    ,1225000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 1,June 2023,Leasehold,148.8,sq.m,218.97,sq.m,    ,1350000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 1,July 2023,Leasehold,148.8,sq.m,218.97,sq.m,    ,1280000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 1,March 2024,Leasehold,148.8,sq.m,218.97,sq.m,    ,1250000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 2,June 2022,Leasehold,223.3,sq.m,248.86,sq.m,    ,1400000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 2,December 2022,Leasehold,148.8,sq.m,218.97,sq.m,    ,1120000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 2,February 2023,Leasehold,148.8,sq.m,218.97,sq.m,    ,1240000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 2,November 2023,Leasehold,361.6,sq.m,339.55,sq.m,    ,2480000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 2,April 2024,Leasehold,139.4,sq.m,218.97,sq.m,    ,1180000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 4,May 2021,Leasehold,148.8,sq.m,218.97,sq.m,    ,1180000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 4,August 2021,Leasehold,148.8,sq.m,218.97,sq.m,    ,1250000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 4,October 2021,Leasehold,148.8,sq.m,218.97,sq.m,    ,1000000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 4,November 2021,Leasehold,148.8,sq.m,218.97,sq.m,    ,1200000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 4,February 2022,Leasehold,148.8,sq.m,218.97,sq.m,    ,1080000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 4,April 2022,Leasehold,148.8,sq.m,218.97,sq.m,    ,1300000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 4,May 2023,Leasehold,148.8,sq.m,218.97,sq.m,    ,1180000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 4,April 2025,Leasehold,444.7,sq.m,339.55,sq.m,    ,2450000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 5,November 2021,Leasehold,148.8,sq.m,218.97,sq.m,    ,1350000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 5,August 2022,Leasehold,148.8,sq.m,218.97,sq.m,    ,1200000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 5,November 2022,Leasehold,148.8,sq.m,218.97,sq.m,    ,1080000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 5,June 2023,Leasehold,361.6,sq.m,339.55,sq.m,    ,2700000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 5,June 2024,Leasehold,148.8,sq.m,218.97,sq.m,    ,1300000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 6,June 2022,Leasehold,148.8,sq.m,218.97,sq.m,    ,1300000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 6,August 2022,Leasehold,148.8,sq.m,218.97,sq.m,    ,1200000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 6,December 2022,Leasehold,148.8,sq.m,218.97,sq.m,    ,1130000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 6,April 2023,Leasehold,148.8,sq.m,218.97,sq.m,    ,1300000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 6,September 2023,Leasehold,223.3,sq.m,248.86,sq.m,    ,1620000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 6,August 2024,Leasehold,148.8,sq.m,218.97,sq.m,    ,1350000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 6,August 2024,Leasehold,148.8,sq.m,218.97,sq.m,    ,1310000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 7,October 2021,Leasehold,148.8,sq.m,218.97,sq.m,    ,1065000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 7,January 2022,Leasehold,159.1,sq.m,218.97,sq.m,    ,1260000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 7,May 2022,Leasehold,148.8,sq.m,218.97,sq.m,    ,1150000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 7,July 2022,Leasehold,148.8,sq.m,218.97,sq.m,    ,1339000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 7,April 2023,Leasehold,148.8,sq.m,218.97,sq.m,    ,1200000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 7,November 2023,Leasehold,151.7,sq.m,218.97,sq.m,    ,1280000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 7,December 2023,Leasehold,148.8,sq.m,218.97,sq.m,    ,1200000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 7,April 2025,Leasehold,148.8,sq.m,218.97,sq.m,    ,1250000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 7,April 2025,Leasehold,158.5,sq.m,218.97,sq.m,    ,1380000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 9,May 2022,Leasehold,148.8,sq.m,203.88,sq.m,    ,1120000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 9,December 2022,Leasehold,148.8,sq.m,218.97,sq.m,    ,1300000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JALAN TASIK DAMAI 9,June 2023,Leasehold,582.9,sq.m,339.55,sq.m,    ,2100000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JLN TASIK 3,October 2021,Leasehold,139.4,sq.m,203.88,sq.m,    ,980000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JLN TASIK 7,April 2021,Leasehold,139.4,sq.m,203.88,sq.m,    ,878000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,JLN TASIK 16,April 2021,Leasehold,130,sq.m,130,sq.m,    ,948000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,TMN TASIK IMPIAN 1,December 2021,Leasehold,178.5,sq.m,287.62,sq.m,    ,1530000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,TMN TASIK IMPIAN 1,May 2023,Leasehold,185,sq.m,287.62,sq.m,    ,1580000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,TMN TASIK DAMAI,TMN TASIK IMPIAN 1,August 2023,Leasehold,178.5,sq.m,287.62,sq.m,    ,1680000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,UNITED GARDEN  (TMN LEE YAN LIAN),JALAN SEPAKAT 6,December 2021,Freehold,163.504,sq.m,122.63,sq.m,    ,840000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,UNITED GARDEN  (TMN LEE YAN LIAN),JLN PERTAMA,February 2025,Freehold,148.64,sq.m,152.36,sq.m,    ,1100000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,UNITED GARDEN  (TMN LEE YAN LIAN),JLN SEKATA,April 2024,Freehold,149,sq.m,140.47,sq.m,    ,900000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,UNITED GARDEN  (TMN LEE YAN LIAN),JLN SEPADU,November 2021,Freehold,148.64,sq.m,122.63,sq.m,    ,838000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,UNITED GARDEN  (TMN LEE YAN LIAN),JLN SEPADU,September 2023,Freehold,278.7,sq.m,140.1,sq.m,    ,1500000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,UNITED GARDEN  (TMN LEE YAN LIAN),JLN SEPAKAT 1,October 2023,Freehold,148.64,sq.m,122.6,sq.m,    ,1088000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,UNITED GARDEN  (TMN LEE YAN LIAN),JLN SEPAKAT 2,April 2023,Freehold,148.64,sq.m,122.63,sq.m,    ,1020000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,UNITED GARDEN  (TMN LEE YAN LIAN),JLN SEPAKAT 5,May 2022,Freehold,148.64,sq.m,122.63,sq.m,    ,718000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,UNITED GARDEN  (TMN LEE YAN LIAN),JLN SEPAKAT 9,April 2025,Freehold,143,sq.m,122.63,sq.m,    ,850000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BANDAR BARU WANGSA MAJU, JLN 2/27C,January 2024,Leasehold,121,sq.m,117.52,sq.m,    ,700000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BANDAR BARU WANGSA MAJU, JLN 14/72A,February 2024,Leasehold,346,sq.m,297.3,sq.m,    ,1400000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BANDAR BARU WANGSA MAJU,2/27C,August 2024,Leasehold,121,sq.m,141,sq.m,    ,700000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BANDAR BARU WANGSA MAJU,JALAN 2/27C,June 2024,Leasehold,121,sq.m,167.2,sq.m,    ,900000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BANDAR BARU WANGSA MAJU,JALAN 10/27A,May 2023,Leasehold,133.033,sq.m,128.2,sq.m,    ,600000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BANDAR BARU WANGSA MAJU,JALAN 13/27A,October 2025,Leasehold,121,sq.m,167,sq.m,    ,830000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BANDAR BARU WANGSA MAJU,JLN 2/27C,August 2022,Leasehold,369,sq.m,136.2,sq.m,    ,965000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BANDAR BARU WANGSA MAJU,JLN 2/27C,July 2023,Leasehold,205,sq.m,251.95,sq.m,    ,1340000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BANDAR BARU WANGSA MAJU,JLN 3/27C,April 2024,Leasehold,143,sq.m,153.66,sq.m,    ,740000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BANDAR BARU WANGSA MAJU,JLN 3/27C,October 2025,Leasehold,199,sq.m,134,sq.m,    ,828000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BANDAR BARU WANGSA MAJU,JLN 11/27A,October 2023,Leasehold,336.02,sq.m,195.61,sq.m,    ,1450000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BANDAR BARU WANGSA MAJU,JLN 11/27A,February 2024,Leasehold,127,sq.m,167.22,sq.m,    ,850000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BANDAR BARU WANGSA MAJU,JLN 11/27A,May 2024,Leasehold,336,sq.m,195.61,sq.m,    ,1260000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BANDAR BARU WANGSA MAJU,JLN 13/27A,January 2025,Leasehold,121,sq.m,119.2,sq.m,    ,800000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BANDAR BARU WANGSA MAJU,LORONG 2B/27C,October 2024,Leasehold,121,sq.m,121.5,sq.m,    ,780000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BUKIT WANGSA MAS,JALAN WANGSA MAS 1,February 2022,Leasehold,184,sq.m,325.27,sq.m,    ,1280000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BUKIT WANGSA MAS,JALAN WANGSA MAS 1,April 2022,Leasehold,184,sq.m,259.75,sq.m,    ,1400000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BUKIT WANGSA MAS,JLN WANGSAMAS 2,June 2024,Leasehold,184,sq.m,259.72,sq.m,    ,1348000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,BUKIT WANGSA MAS,JLN WANGSAMAS 3,January 2025,Leasehold,184,sq.m,259.72,sq.m,    ,1480000
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Setapak,DANAU KOTA,JALAN 4/23E,June 2022,Leasehold,339,sq.m,132.1,sq.m,    ,1100000
